City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
257,kemise,10.7167,39.8667,63.61,54,7,4.97,ET,1667859646
258,porbandar,21.6422,69.6093,77.25,63,49,8.25,IN,1667859646
259,bethel,41.3712,-73.414,71.96,19,0,8.05,US,1667859648
260,husavik,66.0449,-17.3389,39.88,92,100,10.11,IS,1667859648
261,kenai,60.5544,-151.2583,24.15,79,100,8.05,US,1667859572
262,thompson,55.7435,-97.8558,6.96,72,20,4.61,CA,1667859648
263,torbay,47.6666,-52.7314,59.58,97,100,23.02,CA,1667859649
264,coquimbo,-29.9533,-71.3436,58.73,82,100,8.05,CL,1667859649
265,nakusp,50.2499,-117.8023,30.47,93,100,5.75,CA,1667859649
266,ammon,43.4696,-111.9666,37.9,85,100,17.27,US,1667859622
267,bilma,18.6853,12.9164,73.54,18,0,7.63,NE,1667859650
268,tefe,-3.3542,-64.7114,82.51,89,75,4.61,BR,1667859650
269,ilulissat,69.2167,-51.1,-6.45,88,14,6.4,GL,1667859651
270,saskylakh,71.9167,114.0833,-24.18,99,25,4.9,RU,1667859651
271,port hardy,50.6996,-127.4199,37.58,48,20,25.32,CA,1667859361
272,boa vista,2.8197,-60.6733,85.98,62,20,4.61,BR,1667859652
273,grandola,38.1772,-8.5668,62.35,93,86,8.77,PT,1667859652
274,samoylovka,51.184,43.7081,31.71,89,95,5.73,RU,1667859609
275,medea,36.2642,2.7539,59.29,31,0,6.78,DZ,1667859653
276,yarada,17.65,83.2667,74.86,75,6,6.15,IN,1667859653
277,hokitika,-42.7167,170.9667,58.6,62,28,4.25,NZ,1667859654
278,muli,2.9167,73.5667,80.64,77,38,9.93,MV,1667859654
279,boshnyakovo,49.6333,142.1667,30.43,70,66,8.1,RU,1667859654
280,trzebiatow,54.0615,15.2648,53.04,80,100,15.59,PL,1667859655
281,nantucket,41.2835,-70.0995,66.34,94,0,10.36,US,1667859509
282,taunggyi,20.7833,97.0333,53.15,84,38,1.41,MM,1667859655
283,port lincoln,-34.7333,135.8667,72.59,48,100,14.43,AU,1667859656
284,mitchell,43.7094,-98.0298,39.18,41,0,17.27,US,1667859657
285,omsukchan,62.5333,155.8,12.97,95,100,4.74,RU,1667859657
286,lasa,46.6166,10.7002,45.48,65,67,2.01,IT,1667859658
287,tigzirt,36.8886,4.1198,68.05,42,1,7.29,DZ,1667859443
288,riviere-au-renard,48.9957,-64.3971,46.69,56,33,22.19,CA,1667859658
289,maridi,4.9158,29.4742,67.96,92,100,1.99,SS,1667859659
290,ust-kuyga,70.0167,135.6,1.96,97,100,6.44,RU,1667859659
291,siocon,7.7061,122.1353,78.3,86,91,3.22,PH,1667859660
292,dewas,22.9667,76.0667,69.98,44,61,3.15,IN,1667859661
293,puerto carreno,6.189,-67.4859,89.58,58,20,5.75,CO,1667859661
294,souillac,-20.5167,57.5167,71.98,83,20,4.61,MU,1667859661
295,sao filipe,14.8961,-24.4956,78.57,67,66,4.03,CV,1667859294
296,riverton,40.5219,-111.9391,60.71,44,0,17.0,US,1667859662
297,valdez,1.2492,-78.9831,77.52,78,34,9.22,EC,1667859662
298,kontagora,10.3999,5.4695,75.0,29,81,3.53,NG,1667859663
299,chiredzi,-21.05,31.6667,77.81,60,86,6.85,ZW,1667859663
300,warrenton,-28.114,24.8475,59.58,85,100,5.88,ZA,1667859664
301,sisimiut,66.9395,-53.6735,11.8,84,7,10.63,GL,1667859664
302,mirnyy,62.5353,113.9611,17.15,96,100,3.24,RU,1667859664
303,vila velha,-20.3297,-40.2925,75.15,78,40,5.75,BR,1667859665
304,diamantina,-18.2494,-43.6003,65.28,67,95,4.09,BR,1667859665
305,chapleau,47.8405,-83.4034,35.69,87,100,9.22,CA,1667859666
306,jibuti,11.5,42.5,73.26,78,6,13.38,DJ,1667859666
307,kahului,20.8947,-156.47,87.82,62,20,20.71,US,1667859295
